"","subgraph.centrality.scores","Topological.Coefficient","Average.Distance","Barycenter.Centrality","BottleNeck.Centrality","Centroid.value","Closeness.Centrality..Freeman.","Decay.Centrality","Degree.Centrality","Diffusion.Degree","DMNC...Density.of.Maximum.Neighborhood.Component","Eccentricity.Centrality","eigenvector.centralities","K.core.Decomposition","Geodesic.K.Path.Centrality","Kleinberg.s.authority.centrality.scores","Kleinberg.s.hub.centrality.scores","Lin.Centrality","Lobby.Index..Centrality.","Markov.Centrality","Radiality.Centrality","Shortest.Paths.Betweenness.Centrality","Current.Flow.Closeness.Centrality","Closeness.centrality..Latora.","Cross.Clique.Connectivity","Entropy.Centrality","EPC...Edge.Percolated.Component","Laplacian.Centrality","Leverage.Centrality","MNC...Maximum.Neighborhood.Component","Semi.Local.Centrality","Residual.Closeness.Centrality","Stress.Centrality","Load.Centrality","Flow.Betweenness.Centrality","Information.Centrality","Harary.Centrality","Dangalchev.Closeness.Centrality","Group.Centrality","Harmonic.Centrality","Local.Bridging.Centrality","Wiener.Index.Centrality"
"PLA2G7",1367.60901690567,0.383333333333333,3.87022900763359,0.0019723865877712,8,-116,0.0019723865877712,17.125,5,75,0,8,0.201961045608842,4,70,0.201961045608842,0.201961045608842,32.8224852071006,5,0.00368857191674551,6.14728682170543,11.0392937454702,1.0374901301503,42.7261904761905,11,12.0224545108465,741.307692307692,170,-0.323199023199023,4,3436,17.125,16,54,34,1.08366536634355,0.142857142857143,16.125,0.680490387748452,42.7261904761905,0.333996023856859,507
"PPARG",9858.93741074944,0.236842105263158,3.20610687022901,0.00238095238095238,29,-60,0.00238095238095238,23.375,14,204,0.0827686462540958,7,0.54318102633604,6,80,0.54318102633604,0.54318102633604,39.6214285714286,8,0.00671929242192927,6.82170542635659,413.84856606665,1.22645307201368,53.1190476190476,103,12.0224545108465,772.923076923077,590,0.126988988989638,13,9121,23.375,0,16,0,0.892970228461974,0.111111111111111,22.375,1.64277805135191,53.1190476190476,0.0366214039125431,420
"PROM1",1715.29187392861,0.302083333333333,3.33587786259542,0.0022883295194508,9,-77,0.0022883295194508,20.3125,6,95,0,7,0.226201132334393,4,79,0.226201132334394,0.226201132334394,38.0800915331808,5,0.00384185477091484,6.68992248062016,259.022014097014,1.05722150899559,47.7023809523809,12,12,732.161538461538,220,-0.144307081807082,4,4172,20.3125,135,111.375,129,1.24536969725821,0.142857142857143,19.3125,1.18401371627178,47.7023809523809,0.0967982129560685,437
"PTX3",1329.40638146526,0.416666666666667,3.41984732824427,0.00223214285714286,0,-88,0.00223214285714286,18.9375,4,79,0,7,0.199140660605833,4,75,0.199140660605833,0.199140660605833,37.1450892857143,4,0.00340573950720682,6.6046511627907,1.64503663003663,1.00994955125168,45.5357142857143,10,12.0224545108465,728.430769230769,170,-0.609722836503022,4,3603,18.9375,29,42.3333333333333,51,0.945243626510843,0.142857142857143,17.9375,0.433286203044268,45.5357142857143,1,448
"ROPN1L",124.839030685129,0.432692307692308,4.29770992366412,0.00177619893428064,8,-118,0.00177619893428064,13.1484375,4,50,0,7,0.000434105177312548,4,44,0.000434105177312664,0.000434105177312605,29.5577264653641,4,0.00207047388539086,5.71317829457364,25.5715007215007,0.835665782104022,37.147619047619,7,12.0224545108465,667.392307692308,112,-0.404151404151404,3,1476,13.1484375,142,123.211111111111,147,1.26768071142614,0.142857142857143,12.1484375,0.601054018445323,37.147619047619,0.547566371681416,563
"RSPH14",107.009371489707,0.4,5.01526717557252,0.0015220700152207,19,-117,0.0015220700152207,11.01171875,5,42,0,8,0.000232544120772358,4,38,0.000232544120772516,0.000232544120772459,25.3287671232877,5,0.00217952960994244,4.98449612403101,4.08809523809524,0.85657447131533,33.4440476190476,9,12.0224545108465,692.076923076923,104,-0.149184149184149,4,1172,11.01171875,99,100.444444444444,84,1.15922912198123,0.125,10.01171875,0.834920634920635,33.4440476190476,0.25469387755102,657
"SCGB1A1",257.053489899014,0.209059233449477,2.76335877862595,0.00276243093922652,121,-2,0.00276243093922652,22.75,7,69,0,5,0.0824989002926418,4,106,0.0824989002926421,0.082498900292642,45.9696132596685,6,0.0058549284270092,7.27131782945736,2540.57295704901,1.20363459964051,51.65,16,12.0224545108465,761.761538461538,180,-0.0400823577294165,5,2352,22.75,6,17.25,12,0.804318013181758,0.166666666666667,21.75,1.01515151515152,51.65,0.134831460674157,362
"SFRP2",105.567709337981,0.529411764705882,4.0763358778626,0.00187265917602996,2,-110,0.00187265917602996,13.8125,3,31,0,8,0.052981806168195,2,62,0.0529818061681951,0.0529818061681951,31.1629213483146,3,0.00225369288884963,5.93798449612403,14.9944444444444,0.855641557220222,37.9928571428571,5,12.0224545108465,620.376923076923,68,-0.349019607843137,2,1138,13.8125,98,102.541666666667,88,1.21441549004772,0.2,12.8125,0.726923076923077,37.9928571428571,0.509090909090909,534
"SFTPA1",229.047879657378,0.285714285714286,3.26717557251908,0.00233644859813084,20,-66,0.00233644859813084,18.125,6,54,0.0501750035468149,6,0.0791774112136275,4,75,0.0791774112136276,0.0791774112136275,38.8808411214953,6,0.00459732789099092,6.75968992248062,176.828921142659,1.12302635503369,45.15,14,12.0224545108465,750.953846153846,138,-0.0831807081807082,6,1908,18.125,7,14.3333333333333,3,0.902516960032572,0.142857142857143,17.125,0.939123376623377,45.15,0.175,428
"SPAG17",200.73448676758,0.277310924369748,3.58778625954198,0.00212765957446809,33,-81,0.00212765957446809,16.921875,7,73,0.068033073723357,6,0.00164064680860628,5,52,0.00164064680860649,0.00164064680860646,35.4063829787234,6,0.00273412712681696,6.43410852713178,458.098386961353,0.948152089356376,43.4833333333333,21,12.0224545108465,709.307692307692,188,-0.0481787763735025,5,2051,16.921875,26,41.8333333333333,35,0.938653341279267,0.142857142857143,15.921875,1.06025315264446,43.4833333333333,0.121189864120455,470
"SPAG6",564.837011848109,0.267567567567568,3.53435114503817,0.00215982721382289,65,-74,0.00215982721382289,18.109375,10,109,0.0427592417900447,6,0.00198353082669431,5,53,0.00198353082669462,0.0019835308266946,35.9416846652268,7,0.00312148358163093,6.48837209302326,437.268080420761,0.999407354006808,45.5666666666667,44,12.0224545108465,719.353846153846,308,0.061947556800498,10,3170,18.109375,0,2,0,0.357851251045048,0.125,17.109375,1.18684045423176,45.5666666666667,0.0795760805690085,463
"SPARC",2347.67581177426,0.307926829268293,3.40458015267176,0.00224215246636771,3,-86,0.00224215246636771,19.5625,8,109,0.0310341404824074,7,0.26195016995268,6,77,0.26195016995268,0.26195016995268,37.3116591928251,8,0.00503967092016468,6.62015503875969,27.8749275506873,1.14214154205295,47.0357142857143,42,12.0224545108465,769.769230769231,274,-0.197705221746142,8,4652,19.5625,5,19.5,12,1.04553268929875,0.125,18.5625,0.74739565989566,47.0357142857143,0.179384965831435,446
"SPP1",16686.4364992265,0.19375,2.74809160305344,0.00277777777777778,117,-2,0.00277777777777778,27.3125,20,270,0.0961338117267582,6,0.706096221140974,6,89,0.706096221140975,0.706096221140975,46.225,11,0.00837584575951375,7.28682170542636,1948.9484956439,1.28277027065256,59.75,166,12.0224545108465,772.923076923077,920,0.286973130341158,18,11915,27.3125,113,123.352777777778,114,1.23596046016883,0.142857142857143,26.3125,2.08624661409291,59.75,0.02064753597247,360
"TEKT1",2353.72967837509,0.201298701298701,3.3969465648855,0.00224719101123596,117,-56,0.00224719101123596,21.859375,22,209,0.111472125695053,6,0.00262425837013394,5,53,0.00262425837013472,0.00262425837013439,37.3955056179775,10,0.00350584192065602,6.62790697674419,1960.71193565082,1.04421814224584,52.5666666666667,152,11.9794738637012,719.623076923077,880,0.459840217459795,21,5965,21.859375,40,67,28,1.0654170245692,0.142857142857143,20.859375,2.74838446577577,52.5666666666667,0.0141220452855845,445
"TREM2",17039.0494821442,0.252232142857143,3.24427480916031,0.00235294117647059,19,-65,0.00235294117647059,23.3125,16,242,0.0780206593063508,7,0.714203876972228,7,75,0.714203876972228,0.714203876972228,39.1552941176471,10,0.00703185110222128,6.78294573643411,151.062592001882,1.23653131378161,53.3690476190476,292,12.0224545108465,772.923076923077,724,0.131169131078987,16,10999,23.3125,1,34.25,4,1.01777861754045,0.142857142857143,22.3125,1.49112178278387,53.3690476190476,0.0380328366819785,425
"VWA3B",187.233182972487,0.392857142857143,4.27480916030534,0.00178571428571429,0,-115,0.00178571428571429,13.5859375,5,60,0,7,0.000396988294271377,5,45,0.000396988294271545,0.000396988294271493,29.7160714285714,5,0.00223369384297333,5.73643410852713,9.29523809523809,0.866902773338344,37.897619047619,14,12.0224545108465,686.407692307692,140,-0.2996632996633,5,1747,13.5859375,0,37,0,0.907317178417137,0.125,12.5859375,0.674430641821946,37.897619047619,0.347972190034762,560
"WDR49",16.8167549071875,0.7,5.16793893129771,0.00147710487444609,1,-127,0.00147710487444609,8.69921875,2,16,0,8,7.54246149860272e-05,2,32,7.5424614986075e-05,7.54246149860608e-05,24.5805022156573,2,0.00126288086786106,4.82945736434108,0,0.637591710519931,29.8440476190476,4,12.0224545108465,527.8,34,-0.5,2,411,8.69921875,10,27.5,25,0.84214381142266,0.142857142857143,7.69921875,0.624242424242424,29.8440476190476,1.42857142857143,677
"ATP6V0D2",33.5608441300685,0.65,4.38167938931298,0.00174216027874564,0,-123,0.00174216027874564,11.125,2,15,0,8,0.0299976184987511,2,46,0.0299976184987512,0.0299976184987512,28.9912891986063,2,0.00159766954199729,5.62790697674419,0,0.718926658412094,34.1095238095238,4,12.0224545108465,571.607692307692,32,-0.484848484848485,2,523,11.125,2,24,9,0.863214583496072,0.125,10.125,0.633333333333333,34.1095238095238,1.38461538461538,574
"TIMP3",1793.60002148798,0.312925170068027,3.76335877862595,0.00202839756592292,12,-102,0.00202839756592292,18.625,7,99,0.0387870074129426,8,0.228663648260103,6,75,0.228663648260103,0.228663648260104,33.7545638945233,7,0.0044889307938883,6.25581395348837,16.5989519252677,1.10510776778009,45.0761904761905,32,12.0224545108465,766.046153846154,240,-0.20355520974716,7,4271,18.625,0,34,0,1.11691411010002,0.142857142857143,17.625,0.815368010126075,45.0761904761905,0.175695461200586,493
"GSTA1",7.66933552590167,0.388888888888889,4,0.00190839694656489,10,-112,0.00190839694656489,12.28125,4,20,0,7,0.00694474967747768,3,40,0.00694474967747776,0.00694474967747778,31.7576335877863,3,0.00198281052050225,6.01550387596899,171.024779860802,0.811364303394936,36.602380952381,6,12.0224545108465,573.915384615385,52,0.0412698412698413,2,295,12.28125,75,101.583333333333,55,1.21296510041292,0.2,11.28125,1.09285714285714,36.602380952381,0.208333333333333,524
"TTLL9",9.39112752944139,0.5,4.49618320610687,0.00169779286926995,2,-126,0.00169779286926995,10.2421875,2,14,0,7,0.000167307875833266,1,36,0.000167307875833329,0.000167307875833288,28.2529711375212,2,0.000887742691349476,5.51162790697674,128,0.508437550858237,32.9309523809524,3,12,355.130769230769,30,-0.179487179487179,1,343,10.2421875,0,12,0,0.480183404543235,0.125,9.2421875,0.916666666666667,32.9309523809524,0.458333333333333,589
"WDR38",1054.81499464206,0.266112266112266,4.12213740458015,0.00185185185185185,19,-95,0.00185185185185185,16.8984375,13,141,0.0689738718784132,7,0.000899164331211875,5,48,0.000899164331212383,0.000899164331212319,30.8166666666667,8,0.0030331625141128,5.89147286821705,136.094047403803,0.988636276545583,43.647619047619,75,12.0224545108465,718.8,438,0.183276575953921,13,4032,16.8984375,13,41,21,0.862274437508752,0.125,15.8984375,1.48637147876278,43.647619047619,0.0475718413141312,540
"CATSPERD",8.23123450647282,1,5.17557251908397,0.00147492625368732,0,-128,0.00147492625368732,8.44921875,1,11,0,8,4.96488066811082e-05,1,32,4.96488066811355e-05,4.96488066811263e-05,24.5442477876106,1,0.000834856340079108,4.82170542635659,0,0.485925152264457,29.3440476190476,2,12.0224545108465,355.2,22,-0.818181818181818,1,290,8.44921875,37,63.5416666666667,19,1.13173198569286,0.166666666666667,7.44921875,0.590909090909091,29.3440476190476,10,678
"ZBBX",131.525808280594,0.419642857142857,4.29770992366412,0.00177619893428064,2,-118,0.00177619893428064,13.2421875,4,51,0,7,0.000324701270181585,3,44,0.000324701270181711,0.000324701270181698,29.5577264653641,4,0.00190270724326712,5.71317829457364,52.0992063492064,0.80174850651996,37.2642857142857,10,12.0224545108465,647.823076923077,114,-0.329239388062917,4,1463,13.2421875,0,50,0,1.06402461695724,0.166666666666667,12.2421875,0.739149256540561,37.2642857142857,0.346079380445305,563
"CCDC81",6.10267926941892,0.6875,5.22900763358779,0.00145985401459854,0,-122,0.00145985401459854,8.10546875,2,13,0,8,3.30611342408431e-05,2,27,3.30611342409024e-05,3.30611342408883e-05,24.2934306569343,2,0.00121222913470541,4.76744186046512,0,0.622126707861041,29.0440476190476,4,12.0224545108465,518.923076923077,28,-0.464285714285714,2,263,8.10546875,0,4,0,0.472694147659989,0.111111111111111,7.10546875,0.642857142857143,29.0440476190476,1.36363636363636,685
"SAA1",1881.99900847748,0.282392026578073,3.42748091603053,0.0022271714922049,9,-82,0.0022271714922049,19.40625,7,93,0.0501750035468149,7,0.236722525156423,5,73,0.236722525156423,0.236722525156423,37.0623608017817,6,0.00453451859060567,6.5968992248062,83.2356428750614,1.10832246309925,46.652380952381,19,12.0224545108465,758.538461538462,228,-0.119481299481299,6,4120,19.40625,0,43,0,0.903659825684609,0.125,18.40625,0.99461186568572,46.652380952381,0.12921751615219,449
"TOX3",2.2587401402227,1,5.9618320610687,0.00128040973111396,10,-128,0.00128040973111396,6.365234375,1,5,0,9,1.17608690950564e-05,1,21,1.17608690950754e-05,1.17608690950748e-05,21.3072983354674,1,0.000704808398010215,4.02325581395349,0,0.430502054517827,25.4781746031746,2,12.0224545108465,317.915384615385,10,-0.6,1,97,6.365234375,17,35.5,25,0.955502105552938,0.166666666666667,5.365234375,0.7,25.4781746031746,4,781
"CXCL6",960.796145938128,0.441666666666667,3.93893129770992,0.00193798449612403,2,-125,0.00193798449612403,15.9375,4,57,0,8,0.168922983819936,4,69,0.168922983819936,0.168922983819936,32.25,4,0.00306422573633467,6.07751937984496,0,0.969709833943472,40.9761904761905,16,12.0224545108465,726.838461538462,126,-0.42602495543672,4,2632,15.9375,2,32,15,1.00715469783632,0.166666666666667,14.9375,0.579480286738351,40.9761904761905,0.58659217877095,516
"LY96",1427.45975145767,0.587301587301587,3.80916030534351,0.00200400801603206,4,-108,0.00200400801603206,17.5,3,77,0,8,0.206616583319239,3,73,0.206616583319239,0.206616583319239,33.3486973947896,3,0.00270763253353905,6.2093023255814,0,0.923746509666846,42.9095238095238,8,12.0224545108465,692.546153846154,160,-0.775190326914465,3,3572,17.5,15,59.25,41,1.15099535245647,0.142857142857143,16.5,0.371926680500534,42.9095238095238,2.61744966442953,499
"LILRB1",1121.81752491602,0.633333333333333,3.9618320610687,0.00192678227360308,1,-122,0.00192678227360308,15.59375,3,60,0,8,0.182953354904384,3,68,0.182953354904384,0.182953354904384,32.0635838150289,3,0.00263098964660712,6.05426356589147,0,0.912450591961202,40.3428571428571,8,12.0224545108465,682.269230769231,126,-0.693854995579134,3,2797,15.59375,97,133.555555555556,85,1.29271422623901,0.166666666666667,14.59375,0.423400673400673,40.3428571428571,1.79133858267717,519
"VSIG4",5922.34622812354,0.358333333333333,3.81679389312977,0.002,8,-103,0.002,18.5,9,138,0.0254926515170208,8,0.420277822540132,6,70,0.420277822540132,0.420277822540132,33.282,8,0.00527514995245838,6.2015503875969,15.7039024700789,1.15493436102377,45.2261904761905,92,12.0224545108465,769.361538461538,348,-0.142260946353505,9,6234,18.5,0,30,0,0.795569311711249,0.125,17.5,0.910398805987041,45.2261904761905,0.117614523530983,500
"SLC27A2",402.969391738699,0.550724637681159,4.08396946564886,0.00186915887850467,0,-115,0.00186915887850467,14.1875,3,41,0,8,0.108958257273278,3,60,0.108958257273278,0.108958257273278,31.1046728971963,3,0.00252100102888839,5.93023255813953,0,0.896708596256265,38.4595238095238,8,12.0224545108465,667.9,88,-0.564892623716153,3,1774,14.1875,84,98.5,97,1.05231285652682,0.166666666666667,13.1875,0.512155388471178,38.4595238095238,1.13513513513514,535
"MCEMP1",260.021401551652,0.439393939393939,4.47328244274809,0.00170648464163823,20,-117,0.00170648464163823,13.5625,3,33,0,9,0.0874272828430079,3,57,0.087427282843008,0.087427282843008,28.3976109215017,3,0.00244758810482104,5.53488372093023,6.24848484848485,0.886101226704574,37.0210317460317,5,12.0224545108465,662.669230769231,72,-0.454761904761905,2,1347,13.5625,0,6,0,0.476693547932397,0.125,12.5625,0.594298245614035,37.0210317460317,0.836653386454183,586
"TEX26",3.69708958908848,0.5,5.22900763358779,0.00145985401459854,8,-126,0.00145985401459854,8.04296875,2,9,0,8,3.46284783278368e-05,1,28,3.46284783278844e-05,3.4628478327861e-05,24.2934306569343,2,0.000800065923694634,4.76744186046512,128,0.473026674486764,28.9607142857143,3,12,354.438461538462,20,-0.0833333333333333,1,180,8.04296875,0,37,0,0.762863969564323,0.125,7.04296875,0.976190476190476,28.9607142857143,0.428571428571429,685
"CLCA4",1.63603032259674,1,4.90076335877863,0.00155763239875389,0,-128,0.00155763239875389,7,1,3,0,8,0.000895306605954865,1,11,0.000895306605954887,0.00089530660595486,25.9205607476636,1,0.000549115720370761,5.10077519379845,0,0.355098549113933,28.2261904761905,2,12.0224545108465,190.307692307692,6,-0.333333333333333,1,53,7,0,44,0,1.1136744946621,0.125,6,0.833333333333333,28.2261904761905,2,642
"TSPAN6",20.0896762069123,1,4.84732824427481,0.0015748031496063,2,-128,0.0015748031496063,9.546875,1,8,0,9,0.0233524024350582,1,38,0.0233524024350582,0.0233524024350582,26.2062992125984,1,0.000941048793480827,5.15503875968992,0,0.521385816457886,31.2210317460317,2,12.0224545108465,388.976923076923,16,-0.75,1,304,9.546875,0,4,0,0.433839279746647,0.111111111111111,8.546875,0.625,31.2210317460317,7,635
"SFTPC",52.4852972221082,0.323529411764706,3.38167938931298,0.00225733634311512,6,-81,0.00225733634311512,16.59375,6,40,0.068033073723357,6,0.030719579650578,4,71,0.0307195796505782,0.0307195796505781,37.5643340857788,5,0.00373797334542041,6.64341085271318,148.743091630592,1.05583981221142,43.1,16,12,735.546153846154,110,0.107295482295482,5,1141,16.59375,67,105.525,55,1.24611682784194,0.142857142857143,15.59375,1.37662337662338,43.1,0.0883838383838384,443
"RNASE6",538.321010445213,0.631578947368421,4.13740458015267,0.0018450184501845,0,-124,0.0018450184501845,13.53125,3,39,0,8,0.126190394836611,3,58,0.126190394836611,0.126190394836611,30.7029520295203,3,0.00254811909923597,5.87596899224806,0.253968253968254,0.900337815506235,37.5761904761905,6,12.0224545108465,677.1,84,-0.579487179487179,3,1709,13.53125,0,9,0,0.525427566973064,0.111111111111111,12.53125,0.496464646464646,37.5761904761905,1.23486682808717,542
"SRPX",204.962033040608,0.517857142857143,3.95419847328244,0.00193050193050193,0,-110,0.00193050193050193,15.46875,2,33,0,8,0.0777931872750941,2,70,0.0777931872750942,0.0777931872750942,32.1254826254826,2,0.00191197752484114,6.06201550387597,5.09194139194139,0.789449547775008,40.0095238095238,3,12.0224545108465,578.484615384615,68,-0.769736842105263,1,1332,15.46875,0,5,0,0.512378927221479,0.142857142857143,14.46875,0.455555555555556,40.0095238095238,3.83870967741936,518
"CYP4X1",6.59603916157844,0.541666666666667,4.0381679389313,0.00189035916824197,7,-114,0.00189035916824197,11.65625,3,17,0,7,0.00681690178721408,3,38,0.00681690178721418,0.00681690178721415,31.4574669187146,3,0.00173109142243437,5.97674418604651,71.482175265395,0.756648777395086,35.602380952381,5,12.0224545108465,546.7,40,-0.194444444444444,2,277,11.65625,0,16,0,0.487811679431863,0.125,10.65625,0.80952380952381,35.602380952381,0.476190476190476,529
"SIX2",2.15880586374624,1,5.06106870229008,0.00150829562594268,1,-128,0.00150829562594268,8.09375,1,7,0,9,0.00246574741954238,1,22,0.0024657474195424,0.00246574741954239,25.0995475113122,1,0.000800592639636161,4.93798449612403,0,0.469058038831836,29.1876984126984,2,12.0224545108465,323.030769230769,14,-0.714285714285714,1,107,8.09375,0,67,0,1.16388734056659,0.125,7.09375,0.642857142857143,29.1876984126984,6,663
"TFEC",106.150006106288,0.590909090909091,4.27480916030534,0.00178571428571429,0,-125,0.00178571428571429,11.96875,2,17,0,8,0.0556761518391632,2,51,0.0556761518391633,0.0556761518391633,29.7160714285714,2,0.00176360669299029,5.73643410852713,0.476190476190476,0.756995785183059,35.2928571428571,3,12.0224545108465,574.761538461538,36,-0.568181818181818,1,724,11.96875,1,33.5,20,0.873622949875852,0.142857142857143,10.96875,0.576190476190476,35.2928571428571,1.8,560
"PHLDA1",1.63603032259674,1,4.90076335877863,0.00155763239875389,0,-128,0.00155763239875389,7,1,3,0,8,0.000895306605954856,1,11,0.000895306605954888,0.00089530660595487,25.9205607476636,1,0.000549115720370763,5.10077519379845,0,0.355098549113933,28.2261904761905,2,12.0224545108465,202.384615384615,6,-0.333333333333333,1,53,7,0,35,0,0.996300123650589,0.142857142857143,6,0.833333333333333,28.2261904761905,2,642
"SEC14L3",5.88330194482637,1,5.21374045801527,0.00146412884333821,0,-128,0.00146412884333821,7.94921875,1,8,0,8,4.27472587224529e-05,1,30,4.27472587224779e-05,4.27472587224794e-05,24.3645680819912,1,0.000812056026805795,4.78294573643411,0,0.476489686046749,28.677380952381,2,12.0224545108465,354.076923076923,16,-0.75,1,221,7.94921875,0,5,2,0.642534281919311,0.125,6.94921875,0.625,28.677380952381,7,683
"TUBB6",6.03334924263994,1,5.18320610687023,0.00147275405007364,3,-128,0.00147275405007364,8.23046875,1,9,0,8,5.99407217365087e-05,1,32,5.99407217365427e-05,5.99407217365326e-05,24.5081001472754,1,0.000830500534924683,4.81395348837209,0,0.484059281897772,29.0607142857143,2,12.0224545108465,360.030769230769,18,-0.777777777777778,1,244,8.23046875,0,33,0,0.807963611221667,0.142857142857143,7.23046875,0.611111111111111,29.0607142857143,8,679
"ZEB2",19.2013328313599,0.5,4.21374045801527,0.00181159420289855,1,-121,0.00181159420289855,11.96875,2,11,0,8,0.0221624199401026,2,55,0.0221624199401026,0.0221624199401026,30.1467391304348,2,0.00156094801948219,5.7984496124031,2,0.711703818290221,35.3595238095238,3,12.0224545108465,497,24,-0.35,1,381,11.96875,0,37,0,0.717220902152936,0.125,10.96875,0.726190476190476,35.3595238095238,1,552
